,期数,开奖日期,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2,奖池奖金,一等奖注数,一等奖奖金,二等奖注数,二等奖奖金,总投注额
1147,15094,2015-08-15,02,03,10,11,29,03,07,"1,435,245,222",5,"7,249,018",57,"141,399","173,594,229"
1146,15095,2015-08-17,08,14,26,34,35,05,10,"1,440,739,717",2,"10,000,000",51,"95,306","154,621,807"
1145,15096,2015-08-19,03,09,12,18,21,02,06,"1,435,883,288",4,"8,099,057",76,"82,721","160,650,698"
1144,15097,2015-08-22,04,16,17,26,27,01,04,"1,385,860,648",11,"5,995,473",295,"20,461","177,707,072"
1143,15098,2015-08-24,09,14,21,27,33,06,09,"1,376,083,288",5,"7,392,129",123,"44,562","158,809,204"
1142,15099,2015-08-26,09,12,14,22,25,05,10,"1,401,717,848",1,"10,000,000",60,"118,781","163,494,555"
1141,15100,2015-08-29,09,15,18,23,32,05,07,"1,439,790,281",0,0,66,"119,913","178,385,394"
1140,15101,2015-08-31,06,12,17,18,32,07,12,"1,449,994,950",2,"10,000,000",60,"113,139","158,243,139"
1139,15102,2015-09-02,11,14,15,33,34,03,12,"1,459,255,310",3,"10,000,000",42,"198,786","162,086,829"
1138,15103,2015-09-05,07,09,15,25,34,04,10,"1,455,105,281",4,"8,219,715",45,"144,777","171,173,990"
1137,15104,2015-09-07,16,19,25,30,34,04,09,"1,456,310,407",4,"9,165,291",33,"233,023","160,775,788"
1136,15105,2015-09-09,08,09,15,21,27,05,09,"1,420,929,062",8,"6,255,530",79,"76,255","158,749,270"
1135,15106,2015-09-12,02,11,13,22,30,02,03,"1,430,870,722",3,"10,000,000",77,"109,179","177,777,720"
1134,15107,2015-09-14,03,23,25,28,29,06,07,"1,433,360,911",2,"9,681,100",72,"74,257","156,081,037"
1133,15108,2015-09-16,01,13,16,26,31,07,12,"1,462,391,575",1,"10,000,000",32,"250,464","161,998,296"
1132,15109,2015-09-19,01,06,11,22,31,03,12,"1,495,720,964",1,"10,000,000",29,"292,108","175,266,499"
1131,15110,2015-09-21,02,07,10,22,30,07,11,"1,495,014,019",3,"8,796,319",78,"91,163","156,934,105"
1130,15111,2015-09-23,07,08,16,24,28,03,10,"1,508,880,896",1,"10,000,000",42,"145,692","155,902,332"
1129,15112,2015-09-26,04,05,15,19,28,04,11,"1,466,183,380",12,"6,132,899",72,"83,506","173,737,414"
1128,15113,2015-09-28,01,14,21,29,33,02,10,"1,491,364,543",1,"10,000,000",55,"133,177","155,983,901"
1127,15114,2015-09-30,09,18,24,31,34,02,10,"1,512,320,825",2,"10,000,000",30,"287,412","153,812,339"
1126,15115,2015-10-03,08,12,13,14,16,03,09,"1,524,904,832",2,"10,000,000",51,"132,995","156,838,517"
1125,15116,2015-10-05,07,10,19,24,33,03,07,"1,546,620,811",1,"10,000,000",107,"57,318","140,096,862"
1124,15117,2015-10-07,06,17,20,30,33,10,11,"1,571,949,674",1,"10,000,000",27,"282,630","150,716,634"
1123,15118,2015-10-10,03,07,20,24,31,04,09,"1,598,506,448",1,"10,000,000",35,"234,588","179,404,233"
1122,15119,2015-10-12,01,08,12,16,21,06,11,"1,612,482,645",2,"10,000,000",73,"99,442","161,118,237"
1121,15120,2015-10-14,01,09,15,24,32,05,10,"1,542,943,366",12,"5,286,036",146,"15,000","163,693,770"
1120,15121,2015-10-17,02,04,17,27,28,04,06,"1,574,025,843",1,"10,000,000",65,"124,178","183,528,820"
1119,15122,2015-10-19,11,13,15,26,35,06,11,"1,598,150,469",1,"10,000,000",36,"222,914","163,688,001"
1118,15123,2015-10-21,04,15,27,29,30,02,10,"1,617,571,033",2,"10,000,000",29,"279,909","162,261,394"
1117,15124,2015-10-24,04,06,12,31,32,03,06,"1,644,462,021",1,"10,000,000",46,"183,164","178,740,598"
1116,15125,2015-10-26,02,03,15,17,28,08,10,"1,676,808,840",0,0,66,"103,509","161,220,270"
1115,15126,2015-10-28,04,05,08,09,21,03,06,"1,688,575,292",2,"10,000,000",39,"193,674","167,281,836"
1114,15127,2015-10-31,09,11,14,19,30,03,08,"1,707,307,787",2,"10,000,000",51,"150,417","177,658,247"
1113,15128,2015-11-02,10,12,23,30,32,03,04,"1,745,843,042",0,0,58,"140,554","163,647,991"
1112,15129,2015-11-04,01,06,23,25,29,03,09,"1,787,749,312",0,0,47,"162,217","168,098,239"
1111,15130,2015-11-07,17,25,31,32,34,02,12,"1,829,288,227",0,0,42,"224,534","180,690,724"
1110,15131,2015-11-09,11,17,19,20,27,02,03,"1,859,845,621",1,"10,000,000",34,"258,876","165,318,307"
1109,15132,2015-11-11,03,08,14,18,27,01,05,"1,847,218,046",4,"7,217,938",73,"77,107","167,451,867"
1108,15133,2015-11-14,03,07,08,25,30,04,08,"1,864,412,215",2,"10,000,000",65,"107,549","183,154,237"
1107,15134,2015-11-16,01,02,06,15,35,04,07,"1,888,647,564",1,"10,000,000",44,"166,325","166,723,168"
1106,15135,2015-11-18,05,16,20,25,29,06,08,"1,885,887,140",3,"8,326,096",55,"103,016","169,937,109"
1105,15136,2015-11-21,05,20,23,29,32,02,10,"1,931,606,870",0,0,29,"313,506","183,355,072"
1104,15137,2015-11-23,14,17,21,23,26,08,11,"1,912,625,918",6,"6,668,934",163,"33,527","163,579,669"
1103,15138,2015-11-25,01,16,20,29,32,04,07,"1,943,530,802",1,"10,000,000",19,"458,746","165,225,737"
1102,15139,2015-11-28,02,03,05,25,32,05,07,"1,947,298,377",3,"9,633,388",55,"170,653","183,764,171"
1101,15140,2015-11-30,01,11,15,26,35,06,11,"1,964,244,295",2,"10,000,000",40,"203,372","166,263,824"
1100,15141,2015-12-02,02,04,15,19,31,02,03,"1,982,691,329",2,"10,000,000",37,"214,588","169,075,319"
1099,15142,2015-12-05,12,14,22,26,30,03,06,"2,006,518,972",1,"10,000,000",35,"236,599","178,123,661"
1098,15143,2015-12-07,09,20,31,33,35,10,11,"2,047,286,906",0,0,38,"219,379","170,425,278"
1097,15144,2015-12-09,01,09,24,26,29,06,11,"2,031,681,187",6,"7,225,565",53,"142,351","164,903,129"
1096,15145,2015-12-12,06,07,20,29,32,11,12,"2,075,176,701",0,0,60,"143,786","186,825,762"
1095,15146,2015-12-14,04,15,19,27,31,04,11,"2,058,880,835",8,"7,328,084",62,"137,282","168,450,253"
1094,15147,2015-12-16,01,02,13,18,19,08,10,"2,094,531,807",0,0,149,"39,141","167,621,529"
1093,15148,2015-12-19,08,11,27,31,33,08,09,"2,090,620,190",3,"8,288,276",36,"207,954","186,856,040"
1092,15149,2015-12-21,04,06,10,12,28,02,08,"2,120,052,540",1,"10,000,000",41,"191,574","172,292,839"
1091,15150,2015-12-23,04,13,18,25,33,03,07,"2,118,309,429",4,"8,586,173",58,"120,005","175,439,825"
1090,15151,2015-12-26,15,16,18,30,35,01,07,"2,137,475,851",2,"10,000,000",45,"194,264","197,782,412"
1089,15152,2015-12-28,04,05,22,29,35,02,11,"2,169,835,751",1,"10,000,000",34,"270,382","173,577,818"
1088,15153,2015-12-30,01,07,22,27,33,02,11,"2,174,681,996",3,"9,835,181",52,"183,393","177,341,413"
1087,16001,2016-01-02,01,07,19,20,30,05,10,"2,210,663,926",0,0,83,"90,901","191,171,493"
1086,16002,2016-01-04,07,12,18,25,35,07,09,"2,228,413,817",2,"10,000,000",91,"76,006","173,986,996"
1085,16003,2016-01-06,04,12,17,22,26,06,07,"2,227,670,567",3,"8,789,527",59,"126,551","175,147,656"
1084,16004,2016-01-09,10,20,23,32,35,09,10,"2,264,943,524",1,"10,000,000",41,"221,591","191,871,662"
1083,16005,2016-01-11,06,09,12,15,20,08,11,"2,246,550,937",6,"6,921,443",123,"43,518","169,105,644"
1082,16006,2016-01-13,14,16,17,22,24,02,09,"2,247,031,342",3,"9,007,208",31,"298,056","180,497,252"
1081,16007,2016-01-16,02,05,14,32,35,01,03,"2,298,709,549",0,0,39,"303,989","202,035,521"
1080,16008,2016-01-18,05,12,31,34,35,04,05,"2,298,400,864",3,"8,861,198",76,"84,999","178,354,713"
1079,16009,2016-01-20,05,08,10,17,20,02,12,"2,311,006,265",2,"10,000,000",55,"127,973","176,511,721"
1078,16010,2016-01-23,12,13,15,16,28,02,05,"2,302,754,070",6,"7,946,166",32,"274,772","186,070,936"
1077,16011,2016-01-25,02,08,10,15,23,05,10,"2,299,985,144",4,"8,455,618",48,"152,113","165,598,768"
1076,16012,2016-01-27,05,07,11,23,28,03,12,"2,304,563,180",3,"9,927,745",68,"120,953","174,347,733"
1075,16013,2016-01-30,03,21,23,31,35,02,11,"2,308,385,677",4,"9,581,482",40,"246,681","196,083,786"
1074,16014,2016-02-01,06,08,21,24,27,02,10,"2,336,966,940",1,"10,000,000",37,"218,384","167,498,517"
1073,16015,2016-02-03,01,04,10,13,30,03,09,"2,358,276,843",1,"10,000,000",50,"126,080","175,834,905"
1072,16016,2016-02-06,03,10,22,29,32,02,05,"2,412,371,190",0,0,110,"97,760","219,513,959"
1071,16017,2016-02-15,11,18,24,28,29,05,10,"2,435,071,508",1,"10,000,000",32,"203,318","164,715,457"
1070,16018,2016-02-17,05,10,13,27,33,08,11,"2,406,571,046",9,"6,595,943",81,"75,696","168,872,599"
1069,16019,2016-02-20,04,11,15,20,26,08,09,"2,404,067,663",4,"8,500,974",111,"64,495","190,202,047"
1068,16020,2016-02-22,01,16,22,29,30,02,09,"2,413,910,892",3,"10,000,000",45,"169,545","171,343,959"
1067,16021,2016-02-24,01,04,09,10,35,09,11,"2,423,302,041",3,"10,000,000",21,"432,296","172,707,771"
1066,16022,2016-02-27,04,18,21,30,35,02,11,"2,418,520,496",5,"8,322,614",53,"171,287","189,772,716"
1065,16023,2016-02-29,04,09,14,25,27,06,11,"2,423,340,376",3,"9,980,529",37,"244,498","172,348,704"
1064,16024,2016-03-02,01,02,11,15,18,04,08,"2,434,908,381",3,"10,000,000",31,"293,421","175,020,852"
1063,16025,2016-03-05,03,06,13,23,24,07,10,"2,414,488,420",7,"6,817,484",107,"60,565","189,993,749"
1062,16026,2016-03-07,02,06,29,30,34,01,07,"2,437,434,650",2,"10,000,000",33,"286,308","172,906,063"
1061,16027,2016-03-09,06,11,13,15,28,02,06,"2,463,504,249",1,"10,000,000",39,"200,386","165,730,671"
1060,16028,2016-03-12,13,18,20,23,31,03,06,"2,483,217,739",2,"10,000,000",37,"212,750","189,419,722"
1059,16029,2016-03-14,20,26,27,29,32,05,12,"2,479,920,749",3,"8,208,990",46,"119,796","171,706,268"
1058,16030,2016-03-16,10,19,21,29,33,04,06,"2,465,972,725",5,"7,316,928",66,"117,400","177,689,118"
1057,16031,2016-03-19,03,14,24,27,29,04,11,"2,476,910,786",3,"10,000,000",65,"157,334","199,452,289"
1056,16032,2016-03-21,05,09,14,20,33,05,12,"2,493,009,722",2,"10,000,000",57,"161,918","177,132,305"
1055,16033,2016-03-23,03,14,15,31,35,09,10,"2,511,698,040",2,"10,000,000",54,"147,384","176,664,030"
1054,16034,2016-03-26,14,18,31,32,35,09,10,"2,529,363,336",3,"10,000,000",38,"263,586","196,686,078"
1053,16035,2016-03-28,17,22,24,25,29,09,12,"2,569,760,622",0,0,33,"269,315","176,183,863"
1052,16036,2016-03-30,07,15,26,30,31,03,06,"2,586,646,951",2,"10,000,000",65,"111,495","178,303,412"
1051,16037,2016-04-02,03,05,13,24,34,03,05,"2,591,557,138",4,"9,893,072",39,"250,605","190,154,993"
1050,16038,2016-04-04,03,07,09,15,33,05,12,"2,619,796,551",1,"10,000,000",28,"290,425","162,789,486"
1049,16039,2016-04-06,01,08,16,22,28,04,05,"2,644,960,121",1,"10,000,000",128,"56,639","175,964,032"
1048,16040,2016-04-09,20,22,29,30,35,01,06,"2,670,147,850",2,"10,000,000",98,"98,591","195,762,857"
1047,16041,2016-04-11,12,23,24,27,34,03,06,"2,665,901,627",4,"8,286,971",57,"142,554","181,468,695"
1046,16042,2016-04-13,02,06,08,19,24,01,06,"2,664,544,915",6,"8,767,057",34,"306,819","214,155,413"
1045,16043,2016-04-16,01,09,16,33,34,09,12,"2,702,567,559",2,"10,000,000",55,"200,654","228,715,316"
1044,16044,2016-04-18,01,06,10,20,31,05,11,"2,741,738,778",1,"10,000,000",38,"220,169","209,144,746"
1043,16045,2016-04-20,07,11,25,30,33,02,08,"2,751,851,987",2,"10,000,000",79,"84,640","208,877,948"
1042,16046,2016-04-23,03,19,22,32,34,08,12,"2,802,250,699",1,"10,000,000",51,"210,082","234,063,155"
1041,16047,2016-04-25,02,03,23,29,32,05,09,"2,818,458,597",2,"10,000,000",63,"151,835","209,248,189"
1040,16048,2016-04-27,04,12,17,25,27,04,10,"2,796,673,004",7,"6,841,100",364,"15,478","211,943,223"
1039,16049,2016-04-30,03,04,05,27,33,04,09,"2,815,398,495",3,"10,000,000",31,"309,766","225,571,411"
1038,16050,2016-05-02,07,17,21,29,35,04,05,"2,861,932,628",0,0,41,"199,431","188,690,604"
1037,16051,2016-05-04,16,21,23,24,32,07,08,"2,893,688,412",1,"10,000,000",26,"321,949","207,454,874"
1036,16052,2016-05-07,08,14,19,20,33,10,11,"2,899,026,352",3,"9,927,164",166,"52,598","223,301,686"
1035,16053,2016-05-09,04,13,15,30,35,03,05,"2,944,900,065",0,0,36,"232,271","201,842,185"
1034,16054,2016-05-11,02,05,09,21,30,06,07,"2,979,083,994",1,"10,000,000",58,"141,766","205,932,685"
1033,16055,2016-05-14,06,21,27,30,34,04,09,"3,015,190,001",1,"10,000,000",52,"158,077","226,059,390"
1032,16056,2016-05-16,10,12,14,31,35,04,05,"3,032,443,827",3,"10,000,000",86,"99,307","210,790,992"
1031,16057,2016-05-18,08,17,19,23,30,03,08,"3,009,402,657",7,"7,002,637",93,"89,132","213,023,494"
1030,16058,2016-05-21,02,15,17,23,28,05,09,"3,014,713,549",4,"9,731,041",41,"250,353","229,058,692"
1029,16059,2016-05-23,02,10,27,28,33,05,07,"3,043,271,917",2,"10,000,000",61,"143,169","202,819,144"
1028,16060,2016-05-25,02,06,22,27,34,08,11,"3,077,037,661",1,"10,000,000",22,"400,797","196,515,573"
1027,16061,2016-05-28,09,15,17,21,23,07,12,"3,093,759,024",3,"10,000,000",52,"192,296","215,033,704"
1026,16062,2016-05-30,02,10,14,15,35,01,09,"3,132,059,059",1,"10,000,000",68,"135,737","188,425,995"
1025,16063,2016-06-01,08,12,22,27,35,05,09,"3,048,747,028",14,"5,840,860",64,"124,023","183,210,569"
1024,16064,2016-06-04,01,02,10,18,35,05,11,"3,091,375,735",1,"10,000,000",81,"118,266","203,000,672"
1023,16065,2016-06-06,01,09,18,22,24,11,12,"3,110,745,172",2,"10,000,000",38,"225,905","181,371,568"
1022,16066,2016-06-08,10,28,29,31,33,05,11,"3,134,209,189",2,"10,000,000",46,"218,229","174,801,414"
1021,16067,2016-06-11,02,08,11,13,19,02,08,"3,112,353,931",7,"6,834,426",61,"118,226","193,116,655"
1020,16068,2016-06-13,05,07,22,26,34,07,12,"3,130,353,378",2,"10,000,000",73,"105,067","177,410,817"
1019,16069,2016-06-15,14,17,19,23,30,02,09,"3,168,678,368",0,0,43,"172,894","178,476,614"
1018,16070,2016-06-18,02,09,13,19,23,05,07,"3,188,361,100",2,"10,000,000",57,"154,856","197,159,296"
1017,16071,2016-06-20,08,15,19,20,33,07,12,"3,228,188,881",0,0,85,"90,176","175,417,801"
1016,16072,2016-06-22,16,20,24,26,31,04,09,"3,244,300,482",2,"10,000,000",37,"196,081","175,717,401"
1015,16073,2016-06-25,07,14,17,24,27,08,10,"3,212,539,589",9,"6,617,923",216,"35,457","194,352,348"
1014,16074,2016-06-27,01,05,07,11,14,03,08,"3,253,621,821",0,0,29,"308,116","175,722,061"
1013,16075,2016-06-29,03,07,17,22,31,08,12,"3,255,540,118",4,"9,256,229",54,"163,291","176,883,798"
1012,16076,2016-07-02,03,08,10,17,31,05,06,"3,259,813,305",4,"9,767,946",51,"173,379","196,154,295"
1011,16077,2016-07-04,09,11,14,16,35,02,05,"3,290,546,304",1,"10,000,000",24,"362,071","174,576,074"
1010,16078,2016-07-06,07,18,29,31,35,05,11,"3,316,339,129",1,"10,000,000",48,"150,604","176,031,216"
1009,16079,2016-07-09,07,14,15,20,27,05,10,"3,335,784,172",2,"10,000,000",61,"145,812","192,640,889"
1008,16080,2016-07-11,15,20,29,30,33,07,12,"3,336,763,346",4,"9,120,909",54,"133,795","173,241,722"
1007,16081,2016-07-13,06,07,18,21,33,03,08,"3,364,881,401",1,"10,000,000",75,"94,118","171,324,058"
1006,16082,2016-07-16,03,08,23,28,29,02,07,"3,354,316,977",6,"7,670,901",76,"102,289","189,939,641"
1005,16083,2016-07-18,01,05,09,33,35,01,05,"3,337,317,109",6,"7,073,427",87,"71,429","172,863,465"
1004,16084,2016-07-20,08,12,15,26,35,01,08,"3,379,034,576",0,0,35,"244,199","168,397,590"
1003,16085,2016-07-23,14,15,27,31,32,01,07,"3,154,382,762",47,"5,355,451",97,"76,135","188,292,705"
1002,16086,2016-07-25,03,05,22,25,30,07,09,"3,165,240,870",2,"10,000,000",45,"163,813","170,252,092"
1001,16087,2016-07-27,03,16,17,23,25,07,09,"3,178,408,229",2,"10,000,000",57,"138,645","173,941,407"
1000,16088,2016-07-30,04,06,17,21,30,06,11,"3,206,441,463",1,"10,000,000",52,"157,378","191,906,681"
999,16089,2016-08-01,07,14,17,28,34,07,10,"3,245,924,700",0,0,57,"143,575","173,986,818"
998,16090,2016-08-03,04,06,08,28,32,07,12,"3,277,357,768",1,"10,000,000",40,"228,071","177,705,779"
997,16091,2016-08-06,08,13,17,21,22,02,08,"3,290,154,296",3,"10,000,000",43,"193,067","194,108,585"
996,16092,2016-08-08,02,13,31,33,34,07,11,"3,311,199,962",2,"10,000,000",44,"172,219","175,425,164"
995,16093,2016-08-10,01,08,14,30,35,06,07,"3,305,502,727",5,"8,033,290",104,"68,481","174,774,485"
994,16094,2016-08-13,01,14,16,17,18,05,07,"3,293,149,626",7,"7,651,464",47,"180,781","193,668,600"
993,16095,2016-08-15,08,12,18,19,21,03,06,"3,296,613,494",2,"9,779,074",93,"71,663","172,149,445"
992,16096,2016-08-17,01,06,08,12,21,05,10,"3,279,830,818",5,"7,280,272",63,"123,759","176,201,944"
991,16097,2016-08-20,06,08,18,31,33,10,12,"3,318,516,210",1,"10,000,000",55,"182,570","194,470,665"
990,16098,2016-08-22,08,09,11,20,29,04,05,"3,309,928,561",4,"7,630,986",101,"56,705","174,126,611"
989,16099,2016-08-24,03,04,12,14,27,01,05,"3,337,125,371",1,"10,000,000",41,"229,363","176,499,869"
988,16100,2016-08-27,08,12,19,26,30,02,12,"3,372,470,173",1,"10,000,000",145,"67,260","194,558,808"
987,16101,2016-08-29,04,06,28,33,35,07,12,"3,405,154,941",1,"10,000,000",24,"379,420","176,690,621"
986,16102,2016-08-31,03,05,06,34,35,03,12,"3,449,353,717",0,0,55,"155,538","177,794,219"
985,16103,2016-09-03,05,14,20,23,29,03,11,"3,461,843,842",3,"10,000,000",76,"107,797","196,977,631"
984,16104,2016-09-05,01,20,22,23,30,06,07,"3,475,855,899",3,"10,000,000",46,"196,336","176,312,231"
983,16105,2016-09-07,08,11,31,34,35,01,02,"3,509,923,337",1,"10,000,000",55,"173,380","175,645,150"
982,16106,2016-09-10,03,21,30,33,35,01,04,"3,493,879,603",6,"7,312,443",139,"52,781","191,510,252"
981,16107,2016-09-12,02,06,19,24,26,04,06,"3,462,561,196",7,"6,607,125",44,"175,322","174,509,999"
980,16108,2016-09-14,10,17,22,23,25,07,09,"3,437,657,318",7,"6,542,310",104,"50,797","173,106,306"
979,16109,2016-09-17,03,25,28,31,34,11,12,"3,466,514,047",2,"10,000,000",50,"198,739","193,626,665"
978,16110,2016-09-19,07,20,21,23,30,07,10,"3,442,910,758",8,"6,772,123",72,"92,985","179,311,987"
977,16111,2016-09-21,04,09,22,26,27,02,12,"3,467,679,525",1,"10,000,000",92,"86,588","181,731,808"
976,16112,2016-09-24,07,22,23,31,32,04,05,"3,502,750,201",1,"10,000,000",64,"130,955","199,351,193"
975,16113,2016-09-26,10,11,17,30,34,03,12,"3,515,191,923",3,"10,000,000",56,"149,794","177,637,883"
974,16114,2016-09-28,16,17,20,32,33,03,07,"3,502,839,878",6,"7,458,089",32,"240,465","173,340,048"
973,16115,2016-10-01,01,04,15,31,34,02,11,"3,547,923,720",0,0,43,"229,239","188,778,020"
972,16116,2016-10-03,04,06,08,19,34,10,12,"3,566,017,216",2,"10,000,000",22,"357,126","157,717,027"
971,16117,2016-10-05,03,09,14,16,23,02,09,"3,557,096,623",5,"7,676,957",36,"200,413","159,626,154"
970,16118,2016-10-08,12,15,18,24,29,03,11,"3,571,935,089",2,"10,000,000",123,"65,868","195,629,351"
969,16119,2016-10-10,02,03,09,21,22,05,10,"3,569,855,994",4,"8,573,445",98,"87,730","175,765,163"
968,16120,2016-10-12,03,10,20,32,34,04,07,"3,565,337,019",5,"8,218,445",45,"170,108","177,521,772"
967,16121,2016-10-15,04,05,08,15,20,01,06,"3,559,509,834",5,"8,110,981",67,"128,067","196,550,154"
966,16122,2016-10-17,01,03,12,14,29,02,06,"3,603,748,957",0,0,39,"229,813","178,700,027"
965,16123,2016-10-19,04,05,13,20,32,01,10,"3,651,778,795",0,0,74,"139,892","179,976,965"
964,16124,2016-10-22,04,13,24,26,29,08,11,"3,693,174,707",0,0,36,"233,216","191,410,193"
963,16125,2016-10-24,06,07,08,28,30,01,02,"3,727,254,222",1,"10,000,000",76,"105,159","179,128,075"
962,16126,2016-10-26,11,13,16,19,24,06,08,"3,727,343,868",4,"8,943,883",47,"171,203","176,733,833"
961,16127,2016-10-29,01,05,15,24,26,09,10,"3,747,064,984",2,"10,000,000",28,"368,223","192,473,077"
960,16128,2016-10-31,17,20,22,30,33,07,08,"3,742,471,490",5,"8,206,736",87,"86,762","178,307,590"
959,16129,2016-11-02,07,08,19,30,35,08,09,"3,745,975,912",3,"9,693,425",91,"86,455","180,262,598"
958,16130,2016-11-05,11,23,32,33,34,01,12,"3,722,891,036",10,"7,114,758",64,"147,130","200,057,806"
957,16131,2016-11-07,06,13,25,28,30,02,07,"3,705,987,913",6,"7,083,984",89,"73,205","172,418,049"
956,16132,2016-11-09,04,18,19,22,35,01,02,"3,726,472,243",2,"10,000,000",38,"243,586","180,524,624"
955,16133,2016-11-12,01,04,05,23,28,05,09,"3,724,999,633",4,"8,706,060",38,"238,903","203,224,114"
954,16134,2016-11-14,01,03,31,32,34,02,07,"3,741,306,383",3,"10,000,000",53,"163,435","185,722,161"
953,16135,2016-11-16,01,10,12,18,35,01,12,"3,770,081,323",2,"10,000,000",59,"185,221","187,947,049"
952,16136,2016-11-19,05,06,07,19,23,04,11,"3,791,740,200",2,"10,000,000",425,"15,144","204,254,202"
951,16137,2016-11-21,07,20,23,29,34,02,10,"3,807,220,445",2,"10,000,000",63,"119,261","181,006,344"
950,16138,2016-11-23,12,13,16,29,35,05,11,"3,826,489,200",2,"10,000,000",39,"226,343","179,140,283"
949,16139,2016-11-26,13,21,30,31,35,01,08,"3,864,958,511",1,"10,000,000",42,"225,438","200,772,078"
948,16140,2016-11-28,12,16,23,29,34,04,11,"3,845,393,921",9,"7,220,551",121,"79,106","188,081,802"
947,16141,2016-11-30,02,06,07,19,28,11,12,"3,857,570,669",2,"10,000,000",91,"105,391","193,465,971"
946,16142,2016-12-03,01,06,17,23,26,06,12,"3,899,078,595",1,"10,000,000",51,"206,031","208,883,904"
945,16143,2016-12-05,04,06,22,27,31,06,07,"3,904,182,884",3,"10,000,000",59,"145,073","188,839,857"
944,16144,2016-12-07,04,05,13,22,31,05,10,"3,914,443,711",3,"10,000,000",75,"113,410","191,810,527"
943,16145,2016-12-10,01,09,11,17,28,03,08,"3,913,126,519",4,"8,669,836",224,"24,515","209,502,660"
942,16146,2016-12-12,21,22,25,29,34,01,11,"3,915,756,735",4,"9,377,831",56,"182,464","191,944,792"
941,16147,2016-12-14,07,19,20,28,30,04,12,"3,791,177,687",22,"5,356,179",413,"15,000","186,538,144"
940,16148,2016-12-17,05,14,15,23,25,06,08,"3,806,985,330",3,"10,000,000",70,"136,062","210,580,973"
939,16149,2016-12-19,01,02,03,12,33,04,09,"3,816,313,703",2,"10,000,000",96,"73,600","189,963,373"
938,16150,2016-12-21,01,10,18,24,29,07,10,"3,229,738,187",106,"5,002,840",2251,"15,000","188,065,956"
937,16151,2016-12-24,04,07,11,14,21,05,12,"3,219,661,079",5,"7,764,199",101,"89,308","219,111,783"
936,16152,2016-12-26,08,17,22,24,30,05,11,"3,224,085,510",3,"9,894,220",97,"93,852","194,727,932"
935,16153,2016-12-28,13,18,25,29,35,03,11,"3,271,932,474",0,0,59,"160,380","196,228,015"
934,16154,2016-12-31,06,16,17,21,29,04,06,"3,235,556,086",10,"6,729,997",92,"101,048","226,398,958"
