,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球_1,和值,平均值,尾数和值,奇号个数,偶号个数,奇偶偏差,奇号连续,偶号连续,大号个数,小号个数,大小偏差,尾号组数,AC值,连号个数,连号组数,首尾差,最大间距,同位相同,重号个数,斜号个数
2220,18015,11,15,20,21,26,33,15,126,21.00,16,4,2,2,1,0,4,2,2,5,8,1,1,22,7,1,1,2
2221,18016,01,11,12,18,25,27,16,94,15.67,24,4,2,2,2,1,3,3,0,5,9,1,1,26,10,0,1,3
2222,18017,03,06,11,26,30,32,12,108,18.00,18,2,4,-2,0,2,3,3,0,5,10,0,0,29,15,0,1,2
2223,18018,02,12,13,18,25,27,07,97,16.17,27,3,3,0,1,1,3,3,0,5,10,1,1,25,10,0,0,4
2224,18019,03,11,12,16,21,23,09,86,14.33,16,4,2,2,2,1,2,4,-2,4,8,1,1,20,8,0,1,3
2225,18020,06,09,10,14,28,30,05,97,16.17,27,1,5,-4,0,3,2,4,-2,5,9,1,1,24,14,0,0,1
2226,18021,03,04,06,11,23,28,14,75,12.50,25,3,3,0,1,1,2,4,-2,5,8,1,1,25,12,0,2,1
2227,18022,07,14,19,21,22,23,03,106,17.67,26,4,2,2,1,0,4,2,2,6,7,2,1,16,7,0,1,2
2228,18023,12,15,16,21,26,29,16,119,19.83,29,3,3,0,0,0,3,3,0,5,7,1,1,17,5,1,1,2
2229,18024,11,19,22,26,31,32,02,141,23.50,21,3,3,0,1,1,5,1,4,4,10,1,1,21,8,0,1,2
2230,18025,04,13,16,19,21,25,14,98,16.33,28,4,2,2,2,0,3,3,0,6,6,0,0,21,9,0,1,2
2231,18026,04,07,12,14,26,32,04,95,15.83,25,1,5,-4,0,3,2,4,-2,4,10,0,0,28,12,1,1,3
2232,18027,02,07,09,14,18,28,05,78,13.00,38,2,4,-2,1,2,2,4,-2,5,8,0,0,26,10,2,2,0
2233,18028,03,08,11,14,18,23,16,77,12.83,27,3,3,0,0,1,2,4,-2,4,7,0,0,20,5,2,2,2
2234,18029,01,02,09,14,22,25,05,73,12.17,23,3,3,0,0,1,2,4,-2,5,8,1,1,24,8,1,1,3
2235,18030,13,14,20,21,25,33,07,126,21.00,16,4,2,2,2,1,4,2,2,5,6,2,2,20,8,0,2,2
2236,18031,02,16,18,19,27,30,14,112,18.67,32,2,4,-2,1,2,4,2,2,6,7,1,1,28,14,0,0,1
2237,18032,21,22,23,24,25,32,06,147,24.50,17,3,3,0,0,0,6,0,6,5,4,4,1,11,7,0,0,0
2238,18033,04,19,20,22,28,33,06,126,21.00,26,2,4,-2,0,2,5,1,4,6,10,1,1,29,15,0,1,3
2239,18034,01,05,11,22,23,26,15,88,14.67,18,4,2,2,2,0,3,3,0,5,8,1,1,25,11,1,1,2
2240,18035,07,10,11,17,23,28,15,96,16.00,26,4,2,2,2,0,3,3,0,5,9,1,1,21,6,2,2,2
2241,18036,08,17,24,26,28,33,04,136,22.67,36,2,4,-2,0,2,5,1,4,5,5,0,0,25,9,0,2,2
2242,18037,01,06,07,08,27,30,10,79,13.17,29,3,3,0,0,0,2,4,-2,5,9,2,1,29,19,0,1,2
2243,18038,15,23,24,25,28,29,09,144,24.00,34,4,2,2,1,0,5,1,4,5,6,3,2,14,8,0,0,2
2244,18039,08,12,18,19,23,32,03,112,18.67,32,2,4,-2,1,2,4,2,2,4,8,1,1,24,9,0,1,1
2245,18040,01,03,08,13,18,23,16,66,11.00,26,4,2,2,1,0,2,4,-2,3,4,0,0,22,5,0,3,2
2246,18041,07,08,20,23,24,32,13,114,19.00,24,2,4,-2,0,2,4,2,2,6,7,2,2,25,12,0,2,2
2247,18042,06,10,21,28,29,31,12,125,20.83,25,3,3,0,1,1,4,2,2,5,10,1,1,25,11,0,0,3
2248,18043,01,04,06,08,21,24,07,64,10.67,24,2,4,-2,0,2,2,4,-2,4,7,0,0,23,13,0,2,0
2249,18044,05,09,12,17,27,30,06,100,16.67,30,4,2,2,2,0,3,3,0,5,8,0,0,25,10,0,0,2
2250,18045,03,04,06,25,26,30,01,94,15.67,24,2,4,-2,0,2,3,3,0,5,8,2,2,27,19,1,1,3
2251,18046,10,13,14,18,20,31,03,106,17.67,16,2,4,-2,0,2,3,3,0,5,9,1,1,21,11,0,0,1
2252,18047,06,07,12,16,22,25,07,88,14.67,28,2,4,-2,0,2,2,4,-2,4,7,1,1,19,6,0,0,1
2253,18048,01,12,20,25,30,31,02,119,19.83,9,3,3,0,0,1,4,2,2,4,7,1,1,30,11,0,2,0
2254,18049,01,03,04,11,19,23,02,61,10.17,21,5,1,4,3,0,2,4,-2,4,9,1,1,22,8,1,1,2
2255,18050,01,02,04,10,18,19,07,54,9.00,24,2,4,-2,0,3,2,4,-2,6,6,2,2,18,8,2,3,4
2256,18051,05,07,20,23,27,31,04,113,18.83,23,5,1,4,3,0,4,2,2,5,9,0,0,26,13,0,0,2
2257,18052,03,05,06,09,15,32,14,70,11.67,30,4,2,2,2,0,1,5,-4,5,8,1,1,29,17,0,1,2
2258,18053,01,04,10,11,14,27,06,67,11.17,17,3,3,0,0,1,1,5,-4,4,7,1,1,26,13,0,0,3
2259,18054,04,06,18,22,25,33,16,108,18.00,28,2,4,-2,1,3,4,2,2,6,10,0,0,29,12,0,1,0
2260,18055,07,09,10,12,22,26,07,86,14.33,26,2,4,-2,1,3,2,4,-2,5,8,1,1,19,10,0,1,2
2261,18056,01,03,06,20,21,26,01,77,12.83,17,3,3,0,1,1,3,3,0,4,8,1,1,25,14,1,1,2
2262,18057,05,15,17,19,20,30,13,106,17.67,26,4,2,2,3,1,4,2,2,4,7,1,1,25,10,0,1,3
2263,18058,07,12,13,16,26,31,07,105,17.50,25,3,3,0,0,1,2,4,-2,5,8,1,1,24,10,0,0,2
2264,18059,04,06,08,13,22,32,11,85,14.17,25,1,5,-4,0,3,2,4,-2,5,8,0,0,28,10,0,1,4
2265,18060,04,08,13,25,30,31,10,111,18.50,21,3,3,0,1,1,3,3,0,6,8,1,1,27,12,1,3,1
2266,18061,09,10,11,12,18,23,07,83,13.83,23,3,3,0,0,1,2,4,-2,6,7,3,1,14,6,0,0,2
2267,18062,02,18,19,24,25,33,11,121,20.17,31,3,3,0,1,1,5,1,4,6,8,2,2,31,16,0,1,2
2268,18063,05,06,10,16,20,25,12,82,13.67,22,2,4,-2,0,3,2,4,-2,3,6,1,1,20,6,0,1,2
2269,18064,02,05,10,11,17,21,05,66,11.00,16,4,2,2,2,0,2,4,-2,5,9,1,1,19,6,1,2,4
2270,18065,01,04,06,14,28,33,01,86,14.33,26,2,4,-2,0,3,2,4,-2,5,8,0,0,32,14,0,0,3
2271,18066,09,16,17,19,22,26,10,109,18.17,39,3,3,0,1,1,4,2,2,4,7,1,1,17,7,0,0,0
2272,18067,01,04,09,12,15,18,05,59,9.83,29,3,3,0,0,0,1,5,-4,6,3,0,0,17,5,0,1,2
2273,18068,08,10,17,20,27,30,01,112,18.67,22,2,4,-2,0,1,4,2,2,3,6,0,0,22,7,0,0,3
2274,18069,06,13,17,19,23,31,12,109,18.17,29,5,1,4,4,0,4,2,2,5,8,0,0,25,8,1,1,2
2275,18070,04,09,15,16,19,27,10,90,15.00,40,4,2,2,2,0,2,4,-2,5,8,1,1,23,8,0,1,1
2276,18071,02,05,06,13,16,19,03,61,10.17,31,3,3,0,0,0,1,5,-4,5,6,1,1,17,7,0,2,2
2277,18072,11,16,19,22,25,30,08,123,20.50,23,3,3,0,0,0,4,2,2,6,3,0,0,19,5,0,2,0
2278,18073,02,09,14,15,16,23,10,79,13.17,29,3,3,0,0,0,1,5,-4,6,6,2,1,21,7,0,1,2
2279,18074,09,11,14,20,27,30,09,111,18.50,21,3,3,0,1,1,3,3,0,5,8,0,0,21,7,1,2,1
2280,18075,07,09,12,13,22,24,11,87,14.50,27,3,3,0,1,1,2,4,-2,5,8,1,1,17,9,0,1,2
2281,18076,03,07,08,15,29,30,13,92,15.33,32,4,2,2,2,0,2,4,-2,6,8,2,2,27,14,0,1,1
2282,18077,02,05,09,15,20,24,10,75,12.50,25,3,3,0,2,1,2,4,-2,5,8,0,0,22,6,1,1,2
2283,18078,03,10,14,17,18,30,12,92,15.33,22,2,4,-2,0,2,3,3,0,5,8,1,1,27,12,0,0,3
2284,18079,14,15,17,22,24,29,13,121,20.17,31,3,3,0,1,1,4,2,2,5,6,1,1,15,5,0,2,3
2285,18080,04,07,13,20,29,33,03,106,17.67,26,4,2,2,2,0,3,3,0,5,7,0,0,29,9,0,1,1
2286,18081,01,02,12,16,20,26,03,77,12.83,17,1,5,-4,0,4,2,4,-2,4,7,1,1,25,10,0,1,1
2287,18082,06,12,14,20,22,24,09,98,16.33,18,0,6,-6,0,5,3,3,0,4,4,0,0,18,6,0,2,0
2288,18083,04,09,18,21,32,33,03,117,19.50,27,3,3,0,0,0,4,2,2,6,8,1,1,29,11,0,0,1
2289,18084,05,06,08,12,22,24,03,77,12.83,27,1,5,-4,0,4,2,4,-2,5,8,1,1,19,10,0,0,3
2290,18085,04,10,25,26,30,33,06,128,21.33,18,2,4,-2,0,2,4,2,2,5,10,1,1,29,15,0,0,2
2291,18086,02,07,17,21,23,26,16,96,16.00,26,4,2,2,3,0,4,2,2,5,8,0,0,24,10,0,1,1
2292,18087,01,05,10,16,18,31,03,81,13.50,21,3,3,0,1,2,2,4,-2,5,8,0,0,30,13,0,0,3
2293,18088,03,05,12,29,30,32,14,111,18.50,21,3,3,0,1,1,3,3,0,5,8,1,1,29,17,1,1,2
2294,18089,06,09,12,14,18,27,14,86,14.33,36,2,4,-2,0,2,2,4,-2,6,7,0,0,21,9,1,1,1
2295,18090,01,02,04,10,14,23,07,54,9.00,14,2,4,-2,0,3,1,5,-4,5,8,1,1,22,9,0,1,1
2296,18091,06,11,13,17,25,32,07,104,17.33,24,4,2,2,3,0,3,3,0,6,8,0,0,26,8,0,0,2
2297,18092,06,10,16,19,24,33,16,108,18.00,28,2,4,-2,0,2,3,3,0,5,8,0,0,27,9,1,1,4
2298,18093,04,18,20,21,29,33,07,125,20.83,25,3,3,0,2,2,5,1,4,6,10,1,1,29,14,1,1,2
2299,18094,04,07,16,20,24,30,05,101,16.83,21,1,5,-4,0,3,3,3,0,4,9,0,0,26,9,1,2,2
2300,18095,10,11,12,21,26,33,09,113,18.83,13,3,3,0,0,0,3,3,0,5,9,2,1,23,9,0,0,1
2301,18096,01,05,09,20,28,32,12,95,15.83,25,3,3,0,2,2,3,3,0,6,4,0,0,31,11,0,0,3
2302,18097,01,02,17,20,25,28,13,93,15.50,23,3,3,0,0,0,4,2,2,6,8,1,1,27,15,2,3,1
2303,18098,06,10,11,20,29,32,13,108,18.00,18,2,4,-2,0,1,3,3,0,5,9,1,1,26,9,1,1,1
2304,18099,03,07,08,14,25,32,06,89,14.83,29,3,3,0,1,1,2,4,-2,6,7,1,1,29,11,1,1,1
2305,18100,02,11,14,15,29,33,02,104,17.33,24,4,2,2,2,0,2,4,-2,6,8,1,1,31,14,0,1,3
2306,18101,01,03,14,26,29,33,09,106,17.67,26,4,2,2,2,1,3,3,0,5,10,0,0,32,12,3,3,3
2307,18102,02,06,11,19,21,28,05,87,14.50,27,3,3,0,2,1,3,3,0,5,8,0,0,26,8,0,0,2
2308,18103,02,09,15,22,23,24,16,95,15.83,25,3,3,0,1,0,3,3,0,5,7,2,1,22,7,1,1,1
2309,18104,02,03,06,19,25,29,01,84,14.00,34,4,2,2,2,0,3,3,0,5,8,1,1,27,13,1,1,2
2310,18105,04,05,13,18,19,25,01,84,14.00,34,4,2,2,2,0,3,3,0,5,7,2,2,21,8,0,2,3
2311,18106,04,18,19,24,25,26,10,116,19.33,36,2,4,-2,0,1,5,1,4,5,6,3,2,22,14,1,4,5
2312,18107,01,02,05,12,20,22,01,62,10.33,12,2,4,-2,0,2,2,4,-2,4,9,1,1,21,8,0,0,2
2313,18108,05,13,18,21,26,30,02,113,18.83,23,3,3,0,1,1,4,2,2,6,6,0,0,25,8,0,1,2
2314,18109,10,11,18,23,31,33,15,126,21.00,16,4,2,2,2,0,4,2,2,4,8,1,1,23,8,1,1,1
2315,18110,11,13,16,21,22,23,02,106,17.67,16,4,2,2,1,0,3,3,0,4,6,2,1,12,5,0,2,2
2316,18111,01,07,14,24,25,28,08,99,16.50,29,3,3,0,1,1,3,3,0,5,10,1,1,27,10,0,0,2
2317,18112,05,08,18,25,26,31,04,113,18.83,33,3,3,0,0,1,4,2,2,4,9,1,1,26,10,0,1,3
2318,18113,01,06,09,16,25,26,09,83,13.83,33,3,3,0,0,0,2,4,-2,4,9,1,1,25,9,0,2,4
2319,18114,01,07,15,16,20,27,14,86,14.33,26,4,2,2,2,1,2,4,-2,5,10,1,1,26,8,2,2,3
2320,18115,01,13,19,24,26,29,11,112,18.67,32,4,2,2,2,1,4,2,2,5,9,0,0,28,12,1,1,2
2321,18116,05,14,17,22,23,28,15,109,18.17,29,3,3,0,0,0,4,2,2,6,7,1,1,23,9,0,0,3
2322,18117,08,11,15,17,23,25,05,99,16.50,29,5,1,4,4,0,3,3,0,5,7,0,0,17,6,1,2,2
2323,18118,08,12,21,22,27,31,09,121,20.17,21,3,3,0,1,1,4,2,2,4,6,1,1,23,9,1,1,2
2324,18119,03,13,14,16,25,27,12,98,16.33,28,4,2,2,2,1,2,4,-2,5,6,1,1,24,10,0,1,1
2325,18120,03,04,18,26,27,33,01,111,18.50,31,3,3,0,1,2,4,2,2,5,7,2,2,30,14,1,2,2
2326,18121,06,08,14,19,23,25,11,95,15.83,35,3,3,0,2,2,3,3,0,6,6,0,0,19,6,0,0,2
2327,18122,05,07,20,22,30,32,10,116,19.33,16,2,4,-2,1,3,4,2,2,4,5,0,0,27,13,0,0,4
2328,18123,13,21,24,27,31,32,01,148,24.67,18,4,2,2,2,0,5,1,4,5,7,1,1,19,8,1,1,2
2329,18124,09,13,14,19,22,25,02,102,17.00,32,4,2,2,1,0,3,3,0,5,7,1,1,16,5,0,1,3
2330,18125,03,10,11,14,15,32,02,85,14.17,15,3,3,0,0,0,1,5,-4,6,8,2,2,29,17,0,1,3
2331,18126,01,06,08,09,14,22,05,60,10.00,30,2,4,-2,0,2,1,5,-4,6,6,1,1,21,8,0,1,2
2332,18127,02,05,06,07,11,15,12,46,7.67,26,4,2,2,2,0,0,6,-6,5,5,2,1,13,4,0,1,4
2333,18128,06,07,08,19,22,23,02,85,14.17,35,3,3,0,0,0,3,3,0,6,6,3,2,17,11,0,2,3
2334,18129,02,04,06,16,18,19,16,65,10.83,35,1,5,-4,0,4,2,4,-2,5,6,1,1,17,10,0,2,2
2335,18130,05,12,17,18,24,28,12,104,17.33,34,2,4,-2,0,2,4,2,2,5,7,1,1,23,7,0,1,3
2336,18131,21,22,24,31,32,33,01,163,27.17,13,3,3,0,0,1,6,0,6,4,4,3,2,12,7,0,1,0
2337,18132,01,02,09,10,15,22,06,59,9.83,19,3,3,0,0,0,1,5,-4,5,6,2,2,21,7,0,1,1
2338,18133,02,04,11,12,18,32,13,79,13.17,19,1,5,-4,0,3,2,4,-2,4,8,1,1,30,14,0,1,2
2339,18134,03,16,18,31,32,33,12,133,22.17,23,3,3,0,0,1,4,2,2,5,5,2,1,30,13,0,2,3
2340,18135,01,03,06,10,11,29,16,60,10.00,20,4,2,2,2,1,1,5,-4,5,9,1,1,28,18,0,1,0
2341,18136,10,12,15,25,26,27,14,115,19.17,25,3,3,0,1,1,3,3,0,5,7,2,1,17,10,0,1,2
2342,18137,03,05,11,15,20,23,09,77,12.83,17,5,1,4,3,0,2,4,-2,4,8,0,0,20,6,0,1,1
2343,18138,01,10,25,27,30,32,09,125,20.83,15,3,3,0,1,1,4,2,2,5,8,0,0,31,15,0,0,1
2344,18139,11,18,20,23,31,32,15,135,22.50,15,3,3,0,1,1,5,1,4,5,8,1,1,21,8,1,1,2
2345,18140,01,15,20,22,25,28,14,111,18.50,21,3,3,0,1,1,4,2,2,5,8,0,0,27,14,1,1,1
2346,18141,11,14,16,18,24,33,04,116,19.33,26,2,4,-2,0,3,3,3,0,5,9,0,0,22,9,0,0,3
2347,18142,05,08,10,11,27,28,11,89,14.83,29,3,3,0,1,1,2,4,-2,5,7,2,2,23,16,0,1,1
2348,18143,04,06,15,28,32,33,14,118,19.67,28,2,4,-2,0,2,3,3,0,6,10,1,1,29,13,0,1,3
2349,18144,08,13,17,18,20,27,13,103,17.17,33,3,3,0,1,1,4,2,2,4,6,1,1,19,7,0,0,1
2350,18145,03,09,13,22,23,25,06,95,15.83,25,5,1,4,3,0,3,3,0,4,9,1,1,22,9,0,1,1
2351,18146,02,10,11,17,18,29,16,87,14.50,27,3,3,0,1,1,3,3,0,6,7,2,2,27,11,0,0,2
2352,18147,03,15,17,23,27,30,11,115,19.17,25,5,1,4,4,0,4,2,2,4,9,0,0,27,12,0,1,3
2353,18148,03,06,18,19,21,31,01,98,16.33,28,4,2,2,2,1,4,2,2,5,6,1,1,28,12,1,1,2
2354,18149,01,07,08,10,12,24,01,62,10.33,22,2,4,-2,1,3,1,5,-4,6,9,1,1,23,12,0,0,1
2355,18150,06,08,15,19,20,31,05,99,16.50,29,3,3,0,1,1,3,3,0,6,8,1,1,25,11,0,1,2
2356,18151,05,15,19,25,26,29,15,119,19.83,39,5,1,4,3,0,4,2,2,3,6,1,1,24,10,0,2,2
2357,18152,04,14,16,23,28,29,03,114,19.00,34,2,4,-2,0,2,3,3,0,5,9,1,1,25,10,1,1,4
2358,18153,01,07,17,23,25,31,11,104,17.33,24,6,0,6,5,0,4,2,2,4,5,0,0,30,10,1,1,1
2359,19001,06,10,13,15,32,33,15,109,18.17,19,3,3,0,1,1,2,4,-2,5,10,1,1,27,17,0,0,2
2360,19002,04,05,06,08,09,18,11,50,8.33,40,2,4,-2,0,1,1,5,-4,5,5,3,2,14,9,0,1,2
2361,19003,13,17,20,21,22,27,01,120,20.00,20,4,2,2,1,0,5,1,4,5,6,2,1,14,5,0,0,1
2362,19004,08,12,16,19,26,32,03,113,18.83,33,1,5,-4,0,3,3,3,0,4,8,0,0,24,7,0,0,4
2363,19005,21,22,26,28,31,32,07,160,26.67,20,2,4,-2,0,2,6,0,6,4,5,2,2,11,4,1,2,1
2364,19006,01,05,10,19,26,28,12,89,14.83,29,3,3,0,1,1,3,3,0,6,7,0,0,27,9,0,2,0
2365,19007,06,10,14,15,19,23,15,87,14.50,27,3,3,0,2,2,2,4,-2,6,2,1,1,17,4,0,2,1
2366,19008,02,06,09,13,28,32,12,90,15.00,30,2,4,-2,1,2,2,4,-2,5,5,0,0,30,15,0,1,2
2367,19009,01,07,10,22,31,32,15,103,17.17,13,3,3,0,1,1,3,3,0,4,8,1,1,31,12,1,1,4
2368,19010,02,04,05,08,11,30,02,60,10.00,20,2,4,-2,0,1,1,5,-4,6,7,1,1,28,19,0,0,4
2369,19011,10,13,19,21,24,30,07,117,19.50,17,3,3,0,2,1,4,2,2,5,5,0,0,20,6,1,1,1
2370,19012,07,10,21,23,31,33,14,125,20.83,15,5,1,4,3,0,4,2,2,4,8,0,0,26,11,0,2,2
2371,19013,05,07,14,16,18,21,01,81,13.50,31,3,3,0,1,2,2,4,-2,6,5,0,0,16,7,0,2,0
2372,19014,01,02,03,14,19,33,03,72,12.00,22,4,2,2,1,0,2,4,-2,5,9,2,1,32,14,0,1,1
2373,19015,11,15,16,20,24,31,04,117,19.50,17,3,3,0,1,2,3,3,0,5,6,1,1,20,7,0,0,2
2374,19016,05,07,09,11,19,25,05,76,12.67,36,6,0,6,5,0,2,4,-2,4,5,0,0,20,8,0,1,2
2375,19017,04,05,24,28,30,33,09,124,20.67,24,2,4,-2,0,2,4,2,2,5,10,1,1,29,19,0,1,2
2376,19018,04,11,18,19,26,32,04,110,18.33,30,2,4,-2,0,1,4,2,2,6,5,1,1,28,7,1,1,2
2377,19019,03,11,17,18,24,25,06,98,16.33,28,4,2,2,2,1,4,2,2,6,4,2,2,22,8,1,2,4
2378,19020,02,12,13,23,27,28,12,105,17.50,25,3,3,0,2,1,3,3,0,4,6,2,2,26,10,0,0,3
2379,19021,02,05,07,08,20,27,04,69,11.50,29,3,3,0,1,1,2,4,-2,5,9,1,1,25,12,1,2,1
2380,19022,03,07,11,21,30,33,07,105,17.50,15,5,1,4,3,0,3,3,0,4,9,0,0,30,10,0,1,3
2381,19023,01,10,14,15,18,31,13,89,14.83,19,3,3,0,0,1,2,4,-2,5,7,1,1,30,13,0,0,2
2382,19024,01,08,23,25,28,29,10,114,19.00,34,4,2,2,1,0,4,2,2,5,10,1,1,28,15,1,1,0
2383,19025,15,16,21,27,30,33,04,142,23.67,22,4,2,2,1,0,4,2,2,6,6,1,1,18,6,0,0,2
2384,19026,03,13,15,19,20,27,14,97,16.17,27,5,1,4,3,0,3,3,0,5,8,1,1,24,10,0,2,2
2385,19027,02,06,08,10,11,17,13,54,9.00,24,2,4,-2,1,3,1,5,-4,6,6,1,1,15,6,0,0,1
2386,19028,04,19,22,26,29,30,11,130,21.67,30,2,4,-2,0,1,5,1,4,5,7,1,1,26,15,0,0,0
2387,19029,08,11,17,23,32,33,10,124,20.67,24,4,2,2,2,0,4,2,2,5,7,1,1,25,9,0,0,1
2388,19030,04,05,07,10,12,22,16,60,10.00,20,2,4,-2,1,2,1,5,-4,5,7,1,1,18,10,0,0,4
2389,19031,03,13,15,18,21,33,16,103,17.17,23,5,1,4,3,0,3,3,0,4,6,0,0,30,12,0,0,3
2390,19032,04,08,09,13,28,33,04,95,15.83,35,3,3,0,1,1,2,4,-2,4,5,1,1,29,15,1,2,1
2391,19033,09,15,19,21,23,29,15,116,19.33,36,6,0,6,5,0,4,2,2,4,3,0,0,20,6,0,1,2
2392,19034,09,11,15,22,24,26,03,107,17.83,27,3,3,0,2,2,3,3,0,6,4,0,0,17,7,1,2,2
2393,19035,01,05,07,09,10,20,16,52,8.67,22,4,2,2,3,1,1,5,-4,5,8,1,1,19,10,0,1,1
2394,19036,02,10,13,16,23,32,08,96,16.00,16,2,4,-2,0,1,2,4,-2,4,9,0,0,30,9,0,1,2
2395,19037,01,07,12,14,18,25,10,77,12.83,27,3,3,0,1,2,2,4,-2,6,5,0,0,24,7,0,0,3
2396,19038,09,12,21,27,29,30,05,128,21.33,28,4,2,2,2,0,4,2,2,5,7,1,1,21,9,0,1,0
2397,19039,06,07,11,14,27,32,08,97,16.17,27,3,3,0,1,0,2,4,-2,5,8,1,1,26,13,0,1,1
2398,19040,05,06,09,18,23,31,11,92,15.33,32,4,2,2,1,0,3,3,0,6,9,1,1,26,9,0,1,3
2399,19041,02,09,13,23,24,26,16,97,16.17,27,3,3,0,2,1,3,3,0,5,9,1,1,24,10,0,2,1
2400,19042,15,17,19,22,25,26,04,124,20.67,34,4,2,2,2,0,5,1,4,5,6,1,1,11,3,1,1,2
2401,19043,01,06,12,13,24,32,13,88,14.67,18,2,4,-2,0,2,2,4,-2,5,8,1,1,31,11,0,0,1
2402,19044,06,14,16,17,23,29,07,105,17.50,35,3,3,0,2,2,3,3,0,5,9,1,1,23,8,0,1,2
2403,19045,01,06,17,19,27,31,14,101,16.83,31,5,1,4,3,0,4,2,2,4,10,0,0,30,11,0,2,1
2404,19046,02,12,16,22,25,32,06,109,18.17,19,1,5,-4,0,3,3,3,0,3,7,0,0,30,10,0,0,3
2405,19047,03,11,18,25,30,33,14,120,20.00,20,4,2,2,1,0,4,2,2,5,6,0,0,30,8,0,1,3
2406,19048,03,07,10,12,18,29,10,79,13.17,29,3,3,0,1,2,2,4,-2,6,9,0,0,26,11,1,2,3
2407,19049,03,10,13,22,23,28,15,99,16.50,19,3,3,0,0,0,3,3,0,4,9,1,1,25,9,1,2,2
2408,19050,04,06,10,11,21,23,02,75,12.50,15,3,3,0,2,2,2,4,-2,5,8,1,1,19,10,0,2,4
2409,19051,08,09,10,13,15,28,09,83,13.83,33,3,3,0,1,0,1,5,-4,5,7,2,1,20,13,1,1,2
2410,19052,03,06,09,13,16,19,16,66,11.00,36,4,2,2,1,0,1,5,-4,3,2,0,0,16,4,1,2,2
2411,19053,04,16,22,25,29,31,08,127,21.17,27,3,3,0,2,2,4,2,2,6,8,0,0,27,12,0,1,1
2412,19054,07,10,11,15,24,26,11,93,15.50,23,3,3,0,1,1,2,4,-2,6,9,1,1,19,9,0,0,3
2413,19055,01,06,11,15,19,31,10,83,13.83,23,5,1,4,3,0,2,4,-2,4,8,0,0,30,12,2,2,2
2414,19056,13,14,17,19,21,29,01,113,18.83,33,5,1,4,3,0,4,2,2,5,7,1,1,16,8,0,1,1
2415,19057,04,05,06,08,13,18,16,54,9.00,34,2,4,-2,0,1,1,5,-4,5,7,2,1,14,5,0,1,2
2416,19058,07,08,12,21,23,27,12,98,16.33,28,4,2,2,2,1,3,3,0,5,8,1,1,20,9,0,1,2
2417,19059,04,05,07,09,16,18,06,59,9.83,39,3,3,0,2,1,1,5,-4,6,6,1,1,14,7,0,1,2
2418,19060,03,04,14,20,23,27,01,91,15.17,21,3,3,0,1,2,3,3,0,4,10,1,1,24,10,0,1,2
2419,19061,03,17,19,24,27,31,12,121,20.17,31,5,1,4,3,0,5,1,4,5,8,0,0,28,14,1,2,3
2420,19062,07,13,16,23,26,30,01,115,19.17,25,3,3,0,1,1,3,3,0,4,7,0,0,23,7,0,0,4
2421,19063,01,14,19,22,29,31,16,116,19.33,26,4,2,2,1,0,4,2,2,4,10,0,0,30,13,0,0,4
2422,19064,12,20,24,25,30,33,12,144,24.00,14,2,4,-2,0,2,5,1,4,5,7,1,1,21,8,0,0,2
2423,19065,06,09,11,15,20,26,10,87,14.50,27,3,3,0,2,1,2,4,-2,5,6,0,0,20,6,0,1,2
2424,19066,01,14,17,20,22,32,04,106,17.67,16,2,4,-2,0,2,4,2,2,5,9,0,0,31,13,0,1,1
2425,19067,04,06,08,11,30,33,11,92,15.33,22,2,4,-2,0,2,2,4,-2,6,7,0,0,29,19,0,0,1
2426,19068,03,14,20,24,26,33,10,120,20.00,20,2,4,-2,0,3,4,2,2,4,9,0,0,30,11,1,1,1
2427,19069,06,11,16,19,21,25,01,98,16.33,28,4,2,2,2,0,3,3,0,4,7,0,0,19,5,0,0,3
2428,19070,06,15,18,19,24,32,09,114,19.00,34,2,4,-2,0,1,4,2,2,6,8,1,1,26,9,2,2,3
2429,19071,01,08,19,24,29,30,04,111,18.50,31,3,3,0,0,0,4,2,2,5,8,1,1,29,11,0,2,1
2430,19072,02,09,13,15,22,30,15,91,15.17,21,3,3,0,2,1,2,4,-2,5,8,0,0,28,8,1,1,3
2431,19073,01,02,06,12,16,18,08,55,9.17,25,1,5,-4,0,4,1,5,-4,4,7,1,1,17,6,0,1,3
2432,19074,12,21,27,29,31,33,04,153,25.50,23,5,1,4,4,0,5,1,4,5,6,0,0,21,9,0,1,0
2433,19075,05,08,20,22,31,33,03,119,19.83,19,3,3,0,1,2,4,2,2,6,8,0,0,28,12,2,2,2
2434,19076,12,15,19,20,29,32,14,127,21.17,27,3,3,0,1,0,4,2,2,4,8,1,1,20,9,0,1,2
2435,19077,09,11,13,18,21,22,15,94,15.67,24,4,2,2,2,0,3,3,0,5,7,1,1,13,5,0,0,4
2436,19078,01,17,27,29,31,33,12,138,23.00,28,6,0,6,5,0,5,1,4,4,6,0,0,32,16,0,0,1
2437,19079,01,03,06,09,19,31,16,69,11.50,29,5,1,4,3,0,2,4,-2,4,9,0,0,30,12,1,2,0
2438,19080,03,06,08,20,24,32,07,93,15.50,23,1,5,-4,0,4,3,3,0,6,9,0,0,29,12,0,2,3
2439,19081,05,24,27,29,31,32,10,148,24.67,28,4,2,2,2,0,5,1,4,6,7,1,1,27,19,1,2,2
2440,19082,07,16,19,22,24,28,02,116,19.33,36,2,4,-2,0,2,4,2,2,6,6,0,0,21,9,0,1,1
