,期数,开奖日期,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球_1,红球_1 顺序,红球_2 顺序,红球_3 顺序,红球_4 顺序,红球_5 顺序,红球_6 顺序,奖池奖金,一等奖注数,一等奖奖金,二等奖注数,二等奖奖金,总投注额,和值,平均值,尾数和值,奇号个数,偶号个数,奇偶偏差,奇号连续,偶号连续,大号个数,小号个数,大小偏差,尾号组数,AC值,连号个数,连号组数,首尾差,最大间距,同位相同,重号个数,斜号个数
1791,11065,2011-06-07,04,16,23,25,27,29,03,16,29,25,04,27,23,"342,158,860",1,"10,000,000",59,"457,220","276,483,886",124,20.67,34,4,2,2,3,1,4,2,2,6,7,0,0,25,12,0,1,2
1792,11064,2011-06-05,03,06,07,29,30,33,02,06,29,30,07,03,33,"289,214,904",6,"7,943,823",117,"226,447","308,305,132",108,18.00,28,4,2,2,1,0,3,3,0,5,4,2,2,30,22,1,1,2
1793,11063,2011-06-02,04,06,13,15,18,19,05,19,15,18,13,04,06,"275,057,552",7,"6,522,591",60,"266,453","286,784,814",75,12.50,35,3,3,0,1,1,2,4,-2,6,8,1,1,15,7,1,1,0
1794,11062,2011-05-31,04,08,09,10,29,30,03,04,29,10,08,09,30,"283,412,196",12,"6,304,967",162,"144,996","292,576,106",90,15.00,30,2,4,-2,0,1,2,4,-2,4,6,3,2,26,19,0,1,2
1795,11061,2011-05-29,02,03,08,13,19,21,03,19,03,08,21,02,13,"304,263,180",20,"5,353,158",116,"91,334","329,490,066",66,11.00,26,4,2,2,2,0,2,4,-2,5,7,1,1,19,6,0,2,0
1796,11060,2011-05-26,10,11,13,21,27,31,01,27,10,21,11,31,13,"386,605,260",4,"8,731,087",81,"276,376","294,946,664",113,18.83,13,5,1,4,4,0,3,3,0,4,9,1,1,21,8,0,2,1
1797,11059,2011-05-24,24,26,27,29,31,33,16,29,27,33,31,24,26,"369,294,390",6,"8,536,118",92,"345,924","297,661,236",170,28.33,30,4,2,2,3,1,6,0,6,6,3,1,1,9,2,1,1,3
1798,11058,2011-05-22,07,18,22,30,32,33,06,32,18,07,30,22,33,"346,252,616",8,"6,359,405",83,"196,540","321,880,622",142,23.67,22,2,4,-2,0,3,5,1,4,5,8,1,1,26,11,1,1,3
1799,11057,2011-05-19,04,06,20,21,26,33,02,33,21,06,04,26,20,"359,064,498",2,"10,000,000",57,"496,468","293,874,448",110,18.33,20,2,4,-2,0,2,4,2,2,5,10,1,1,29,14,0,1,3
1800,11056,2011-05-17,13,16,19,20,23,25,10,16,25,20,23,19,13,"313,034,238",6,"7,758,288",59,"420,755","294,519,332",116,19.33,26,4,2,2,1,0,4,2,2,5,5,1,1,12,3,0,2,1
1801,11055,2011-05-15,08,13,16,17,29,32,16,29,13,17,16,08,32,"301,659,908",4,"9,104,892",95,"259,256","323,409,932",115,19.17,35,3,3,0,1,0,3,3,0,6,8,1,1,24,12,3,3,3
1802,11054,2011-05-12,08,11,16,17,22,33,08,22,33,08,17,16,11,"280,610,991",3,"10,000,000",94,"264,816","290,127,160",107,17.83,27,3,3,0,0,0,3,3,0,6,7,1,1,25,11,1,1,1
1803,11053,2011-05-10,03,06,10,12,22,30,15,22,03,30,12,06,10,"252,527,907",3,"10,000,000",216,"128,883","282,819,042",83,13.83,13,1,5,-4,0,4,2,4,-2,4,10,0,0,27,10,0,0,2
1804,11052,2011-05-08,04,05,08,19,27,28,08,05,19,28,04,08,27,"217,570,635",9,"6,421,631",201,"95,482","314,222,356",91,15.17,41,3,3,0,1,0,3,3,0,5,8,2,2,24,11,0,0,1
1805,11051,2011-05-05,01,07,11,14,15,16,14,11,01,16,07,14,15,"230,583,935",5,"8,890,877",65,"448,947","289,337,386",64,10.67,24,4,2,2,2,0,0,6,-6,5,8,2,1,15,6,0,0,0
1806,11050,2011-05-03,04,05,19,22,28,29,15,19,28,05,22,04,29,"206,947,968",6,"7,975,173",141,"189,904","276,013,398",107,17.83,37,3,3,0,1,1,4,2,2,5,8,2,2,25,14,0,0,2
1807,11049,2011-05-01,01,11,17,18,27,31,14,31,11,01,27,17,18,"192,320,366",2,"10,000,000",188,"160,377","298,097,446",105,17.50,25,5,1,4,3,0,4,2,2,3,8,1,1,30,10,0,2,3
1808,11048,2011-04-28,10,14,18,25,26,27,15,18,10,25,14,26,27,"141,967,976",0,0,65,"431,415","280,257,800",120,20.00,30,2,4,-2,0,2,4,2,2,6,7,2,1,17,7,1,2,2
1809,11047,2011-04-26,04,13,23,25,27,33,14,13,25,23,04,33,27,"76,536,648",3,"5,000,000",78,"332,883","278,338,352",125,20.83,25,5,1,4,4,0,4,2,2,4,8,0,0,29,10,0,0,2
1810,11046,2011-04-24,09,17,18,26,29,30,08,30,29,17,18,09,26,"30,951,895",15,"5,000,000",241,"106,511","322,849,314",129,21.50,39,3,3,0,1,1,5,1,4,5,6,2,2,21,8,0,2,2
1811,11045,2011-04-21,02,16,17,20,26,32,08,17,32,26,16,20,02,"30,057,041",13,"5,000,000",69,"293,096","296,409,720",113,18.83,23,1,5,-4,0,3,4,2,2,4,8,1,1,30,14,0,2,4
1812,11044,2011-04-19,03,14,16,26,27,31,09,16,27,26,31,14,03,"46,868,535",9,"5,000,000",144,"80,571","289,688,506",117,19.50,27,3,3,0,1,2,3,3,0,5,8,1,1,28,11,1,2,4
1813,11043,2011-04-17,04,13,14,17,25,31,04,25,14,31,04,13,17,"64,796,400",75,"5,102,262",259,"44,418","358,996,258",104,17.33,24,4,2,2,2,0,3,3,0,5,10,1,1,27,9,2,2,2
1814,11042,2011-04-14,05,13,15,17,19,21,15,13,19,05,17,15,21,"420,622,284",6,"8,528,152",107,"296,760","321,302,904",90,15.00,30,6,0,6,5,0,3,3,0,5,3,0,0,16,8,0,1,2
1815,11041,2011-04-12,04,10,12,13,30,32,13,13,12,10,04,32,30,"397,699,998",3,"10,000,000",93,"365,678","308,500,156",101,16.83,11,1,5,-4,0,3,2,4,-2,4,8,1,1,28,17,0,0,4
1816,11040,2011-04-10,05,11,14,24,26,28,13,11,05,28,14,24,26,"348,347,810",5,"9,765,244",77,"464,147","345,011,574",108,18.00,28,2,4,-2,1,3,3,3,0,5,9,0,0,23,10,0,1,2
1817,11039,2011-04-07,03,07,10,16,24,29,13,03,10,24,16,07,29,"313,782,252",6,"7,352,520",188,"112,620","311,094,814",89,14.83,29,3,3,0,1,2,2,4,-2,6,9,0,0,26,8,0,1,3
1818,11038,2011-04-05,02,14,15,19,23,24,12,02,23,24,19,15,14,"308,494,455",3,"10,000,000",92,"257,225","289,140,916",97,16.17,27,3,3,0,2,1,3,3,0,5,6,2,2,22,12,0,0,2
1819,11037,2011-04-03,01,03,04,06,17,25,11,06,25,04,03,17,01,"283,276,620",10,"5,749,002",106,"105,990","330,231,608",56,9.33,26,4,2,2,2,1,2,4,-2,6,8,1,1,24,11,0,0,3
1820,11036,2011-03-31,02,11,20,22,24,31,05,24,02,22,20,11,31,"314,551,555",5,"7,633,326",114,"173,245","315,826,494",110,18.33,10,2,4,-2,0,2,4,2,2,4,5,0,0,29,9,1,2,0
1821,11035,2011-03-29,13,14,18,20,27,31,02,18,13,27,31,20,14,"306,634,971",3,"10,000,000",96,"247,614","311,694,488",123,20.50,23,3,3,0,1,2,4,2,2,6,7,1,1,18,7,3,3,4
1822,11034,2011-03-27,13,14,17,19,24,31,08,13,19,31,24,17,14,"281,169,434",7,"7,028,354",44,"484,039","345,909,126",118,19.67,28,4,2,2,1,0,4,2,2,5,8,1,1,18,7,0,2,2
1823,11033,2011-03-24,02,08,12,13,19,29,04,08,13,29,12,19,02,"280,673,240",8,"6,390,297",212,"78,696","307,522,678",83,13.83,33,3,3,0,2,2,2,4,-2,4,6,1,1,27,10,1,1,4
1824,11032,2011-03-22,03,05,07,13,14,15,15,05,15,14,07,13,03,"292,867,289",13,"6,071,368",230,"90,833","302,968,920",57,9.50,27,5,1,4,3,0,0,6,-6,4,5,2,1,12,6,0,0,1
1825,11031,2011-03-20,16,17,24,28,29,32,12,29,28,24,32,17,16,"323,047,830",1,"10,000,000",52,"578,418","336,612,714",146,24.33,36,2,4,-2,0,1,5,1,4,6,6,2,2,16,7,0,1,2
1826,11030,2011-03-17,02,09,19,24,25,33,10,09,33,25,24,19,02,"262,866,360",20,"5,521,757",145,"107,949","304,099,208",112,18.67,32,4,2,2,2,0,4,2,2,5,10,1,1,31,10,0,1,3
1827,11029,2011-03-15,01,04,09,10,20,31,07,10,01,31,04,20,09,"336,778,491",7,"7,001,758",98,"214,474","298,361,906",75,12.50,15,3,3,0,0,1,2,4,-2,4,9,1,1,30,11,2,2,1
1828,11028,2011-03-13,01,04,05,14,16,17,01,16,05,17,14,04,01,"336,747,720",6,"9,019,020",148,"244,399","341,754,088",57,9.50,27,3,3,0,0,1,1,5,-4,5,6,2,2,16,9,0,0,2
1829,11027,2011-03-10,13,18,21,22,25,26,01,26,21,13,25,18,22,"306,462,410",5,"8,584,210",105,"256,015","304,417,422",125,20.83,25,3,3,0,0,0,5,1,4,6,4,2,2,13,5,1,2,3
1830,11026,2011-03-08,07,08,17,19,21,26,12,19,17,08,26,07,21,"286,659,780",10,"6,029,723",296,"52,181","301,792,690",98,16.33,38,4,2,2,2,0,4,2,2,5,8,1,1,19,9,0,2,2
1831,11025,2011-03-06,08,25,26,31,32,33,09,25,31,26,32,08,33,"310,916,704",4,"8,040,679",80,"228,050","335,345,846",155,25.83,25,3,3,0,0,0,5,1,4,6,6,3,2,25,17,0,2,3
1832,11024,2011-03-03,05,07,10,19,26,31,14,31,10,19,26,05,07,"300,509,912",8,"7,059,861",194,"127,414","293,532,026",98,16.33,28,4,2,2,1,0,3,3,0,6,7,0,0,26,9,0,0,3
1833,11023,2011-03-01,02,03,06,21,22,25,05,03,06,02,21,22,25,"299,312,679",3,"10,000,000",71,"376,757","280,592,202",79,13.17,19,3,3,0,0,0,3,3,0,5,5,2,2,23,15,1,2,3
1834,11022,2011-02-27,02,07,14,16,17,21,05,16,21,02,17,07,14,"266,896,557",9,"7,171,073",51,"574,695","317,202,954",77,12.83,27,3,3,0,1,1,2,4,-2,5,7,1,1,19,7,1,2,2
1835,11021,2011-02-24,01,02,14,18,25,31,08,31,18,02,25,14,01,"263,047,410",9,"6,156,360",226,"69,074","287,463,484",91,15.17,21,3,3,0,1,2,3,3,0,5,8,1,1,30,12,0,0,3
1836,11020,2011-02-22,12,16,17,19,24,30,05,19,16,24,17,30,12,"282,029,310",5,"7,997,931",51,"440,872","278,341,148",118,19.67,28,2,4,-2,1,2,4,2,2,6,8,1,1,18,6,1,2,0
1837,11019,2011-02-20,02,04,12,19,32,33,16,12,19,32,02,04,33,"269,555,166",3,"10,000,000",51,"629,967","309,122,016",102,17.00,22,2,4,-2,0,2,3,3,0,4,10,1,1,31,13,1,1,3
1838,11018,2011-02-17,13,15,18,28,30,33,01,15,28,30,13,33,18,"224,589,050",7,"6,956,754",98,"209,652","273,159,286",137,22.83,27,3,3,0,1,2,4,2,2,4,5,0,0,20,10,1,2,0
1839,11017,2011-02-15,02,06,15,23,26,33,08,23,06,26,33,15,02,"225,345,842",2,"10,000,000",141,"116,332","258,279,824",105,17.50,25,3,3,0,1,1,3,3,0,4,10,0,0,31,9,0,0,3
1840,11016,2011-02-13,03,04,16,17,22,29,13,17,16,22,03,04,29,"207,072,515",5,"8,474,497",107,"243,539","282,026,694",91,15.17,31,3,3,0,0,1,3,3,0,6,6,2,2,26,12,2,2,1
1841,11015,2011-02-10,03,06,13,26,27,29,07,26,29,03,13,06,27,"188,641,296",9,"5,803,866",110,"98,656","254,777,566",104,17.33,34,4,2,2,1,0,3,3,0,4,8,1,1,26,13,0,1,2
1842,11014,2011-02-01,05,07,10,11,23,26,16,26,07,23,05,11,10,"215,554,297",7,"7,010,883",156,"135,347","264,496,608",82,13.67,22,4,2,2,2,0,2,4,-2,6,8,1,1,21,12,0,0,1
1843,11013,2011-01-30,01,03,13,16,21,22,08,03,22,01,13,16,21,"215,363,832",8,"6,495,969",41,"437,844","288,823,754",76,12.67,16,4,2,2,2,0,2,4,-2,4,10,1,1,21,10,0,1,1
1844,11012,2011-01-27,07,08,11,13,15,26,13,11,26,07,13,08,15,"225,444,452",4,"9,366,150",124,"211,265","260,393,668",80,13.33,30,4,2,2,2,0,1,5,-4,6,8,1,1,19,11,0,0,2
1845,11011,2011-01-25,01,12,18,19,21,24,10,18,19,24,12,01,21,"201,782,950",10,"5,829,648",73,"170,475","255,418,250",95,15.83,25,3,3,0,1,1,4,2,2,5,8,1,1,23,11,1,2,1
1846,11010,2011-01-23,01,04,05,09,15,19,13,15,09,01,19,04,05,"231,041,745",9,"6,680,151",118,"192,220","286,472,328",53,8.83,33,5,1,4,3,0,1,5,-4,4,6,1,1,18,6,0,0,1
1847,11009,2011-01-20,17,18,23,24,25,26,04,17,18,26,23,25,24,"238,238,346",3,"9,130,252",90,"206,512","264,626,108",133,22.17,33,3,3,0,0,0,6,0,6,6,3,4,2,9,5,0,2,3
1848,11008,2011-01-18,10,12,13,17,24,31,15,31,24,10,12,13,17,"222,261,453",3,"10,000,000",50,"508,546","259,069,374",107,17.83,17,3,3,0,1,1,3,3,0,6,7,1,1,21,7,1,3,1
1849,11007,2011-01-16,01,09,17,24,26,31,05,09,17,01,24,31,26,"192,931,056",6,"8,274,578",96,"306,991","292,948,810",108,18.00,28,4,2,2,2,1,4,2,2,5,8,0,0,30,8,1,1,1
1850,11006,2011-01-13,01,03,05,13,16,18,05,01,13,18,03,05,16,"173,812,378",2,"10,000,000",95,"280,087","265,273,552",56,9.33,26,4,2,2,3,1,1,5,-4,5,6,0,0,17,8,0,0,2
1851,11005,2011-01-11,06,09,12,14,20,22,13,09,12,14,20,22,06,"131,726,338",1,"10,000,000",109,"225,893","258,389,670",83,13.83,23,1,5,-4,0,3,2,4,-2,5,5,0,0,16,6,0,1,3
1852,11004,2011-01-09,04,06,08,10,13,26,05,13,06,26,10,08,04,"79,273,990",2,"7,500,000",119,"213,471","283,728,968",67,11.17,27,1,5,-4,0,3,1,5,-4,5,7,0,0,22,13,0,1,2
1853,11003,2011-01-06,13,14,21,22,23,27,04,27,13,21,14,22,23,"30,000,000",14,"5,060,062",50,"6,000","272,943,652",120,20.00,20,4,2,2,1,0,4,2,2,5,6,3,2,14,7,0,0,2
1854,11002,2011-01-04,06,08,12,17,28,33,05,28,06,17,12,08,33,"65,840,887",7,"5,714,285",102,"188,201","270,533,954",104,17.33,34,2,4,-2,0,2,3,3,0,5,7,0,0,27,11,0,0,2
1855,11001,2011-01-02,03,09,20,24,26,32,10,26,03,32,09,24,20,"56,048,886",9,"5,555,555",76,"215,612","290,720,992",114,19.00,24,2,4,-2,1,3,4,2,2,6,6,0,0,29,11,1,1,2
1856,10153,2010-12-30,03,06,12,19,30,31,13,06,30,19,03,12,31,"62,813,580",15,"5,333,333",124,"166,902","287,732,956",101,16.83,21,3,3,0,0,1,3,3,0,6,10,1,1,28,11,1,1,2
1857,10152,2010-12-28,04,09,17,21,25,31,01,21,04,09,17,25,31,"89,523,115",11,"5,454,545",244,"104,789","283,747,722",107,17.83,27,5,1,4,4,0,4,2,2,5,8,0,0,27,8,0,1,1
1858,10151,2010-12-26,02,13,14,17,19,26,14,02,13,14,17,19,26,"84,862,932",6,"5,833,333",99,"329,655","315,507,700",91,15.17,31,3,3,0,1,0,3,3,0,6,9,1,1,24,11,1,2,2
1859,10150,2010-12-23,02,17,18,23,29,30,06,18,30,17,23,02,29,"38,712,480",12,"5,416,666",104,"135,559","287,200,078",119,19.83,29,3,3,0,1,0,5,1,4,6,7,2,2,28,15,2,2,2
1860,10149,2010-12-21,02,07,08,16,25,30,09,07,25,16,02,08,30,"35,816,650",25,"5,644,091",210,"79,302","300,479,738",88,14.67,28,2,4,-2,0,1,2,4,-2,6,6,1,1,28,9,0,1,2
1861,10148,2010-12-19,01,03,07,18,23,27,12,18,23,07,03,27,01,"133,060,932",36,"5,348,781",1162,"9,754","338,741,658",79,13.17,29,5,1,4,3,0,3,3,0,4,8,0,0,26,11,1,1,4
1862,10147,2010-12-16,02,08,15,18,24,30,03,08,30,18,24,02,15,"294,170,505",15,"6,220,672",342,"58,377","295,337,382",97,16.17,27,1,5,-4,0,3,3,3,0,5,6,0,0,28,7,0,1,3
1863,10146,2010-12-14,01,17,18,22,25,32,01,22,25,18,32,17,01,"335,895,280",5,"9,246,109",174,"139,918","300,076,660",115,19.17,25,3,3,0,1,1,5,1,4,5,9,1,1,31,16,0,0,3
1864,10145,2010-12-12,03,21,24,27,28,31,08,27,03,31,24,21,28,"320,318,914",2,"12,500,000",71,"288,304","326,191,770",134,22.33,24,4,2,2,1,0,5,1,4,5,6,1,1,28,18,0,2,1
1865,10144,2010-12-09,02,03,08,15,19,21,11,21,15,19,02,03,08,"292,556,540",4,"9,853,292",77,"280,776","301,323,048",68,11.33,28,4,2,2,2,0,2,4,-2,6,8,1,1,19,7,0,0,3
1866,10143,2010-12-07,09,16,18,26,30,31,14,16,30,09,18,26,31,"276,523,611",3,"11,666,666",54,"469,096","298,251,128",130,21.67,30,2,4,-2,0,3,4,2,2,5,10,1,1,22,8,2,3,1
1867,10142,2010-12-05,02,16,18,23,26,27,10,02,16,26,27,23,18,"247,417,472",4,"8,627,723",78,"182,901","330,364,770",112,18.67,32,2,4,-2,0,2,4,2,2,5,10,1,1,25,14,2,4,2
1868,10141,2010-12-02,02,03,07,18,23,27,06,23,03,07,02,27,18,"243,640,236",6,"8,326,377",177,"126,764","297,319,014",80,13.33,30,4,2,2,2,0,3,3,0,4,6,1,1,25,11,1,1,2
1869,10140,2010-11-30,01,12,13,18,26,29,15,29,18,01,12,26,13,"236,244,572",4,"10,996,134",51,"558,368","296,121,968",99,16.50,29,3,3,0,0,1,3,3,0,6,8,1,1,28,11,1,3,1
1870,10139,2010-11-28,11,13,18,20,26,31,09,26,18,11,31,20,13,"208,783,224",4,"9,962,095",121,"122,087","319,407,618",119,19.83,19,3,3,0,1,2,4,2,2,5,6,0,0,20,6,1,1,2
1871,10138,2010-11-25,01,21,23,24,26,30,05,01,26,24,23,30,21,"204,162,271",0,0,34,"758,379","280,036,566",125,20.83,15,3,3,0,2,2,5,1,4,5,8,1,1,29,20,0,0,0
1872,10137,2010-11-23,07,09,10,13,19,33,06,33,13,09,19,10,07,"143,997,526",2,"12,500,000",89,"278,245","275,941,138",91,15.17,31,5,1,4,3,0,2,4,-2,4,8,1,1,26,14,1,2,1
1873,10136,2010-11-21,04,10,23,24,26,33,10,26,10,24,04,33,23,"106,215,220",1,"10,000,000",62,"532,393","305,525,370",120,20.00,20,2,4,-2,0,2,4,2,2,4,10,1,1,29,13,3,3,2
1874,10135,2010-11-18,04,10,13,25,26,30,10,04,10,13,26,30,25,"34,195,595",23,"5,297,997",221,"12,583","279,317,018",108,18.00,18,2,4,-2,1,2,3,3,0,5,10,1,1,26,12,0,0,2
1875,10134,2010-11-16,09,15,16,22,27,28,06,27,16,15,22,28,09,"144,560,712",6,"8,737,757",105,"248,950","274,898,772",117,19.50,37,3,3,0,1,1,3,3,0,6,4,2,2,19,6,0,1,3
1876,10133,2010-11-14,03,09,17,21,26,32,01,32,17,09,03,21,26,"130,994,343",9,"7,167,515",320,"68,004","302,743,538",108,18.00,28,4,2,2,3,1,4,2,2,6,8,0,0,29,8,0,0,4
1877,10132,2010-11-11,02,10,12,18,24,33,15,12,10,02,33,18,24,"139,725,230",5,"9,409,521",75,"340,952","277,931,070",99,16.50,19,1,5,-4,0,4,3,3,0,5,8,0,0,31,9,0,0,1
1878,10131,2010-11-09,05,06,15,16,19,26,06,15,16,06,26,05,19,"122,106,216",12,"6,773,623",185,"91,487","275,057,550",87,14.50,37,3,3,0,0,0,2,4,-2,3,6,2,2,21,9,0,1,2
1879,10130,2010-11-07,01,02,07,15,21,31,16,31,07,02,01,15,21,"153,897,490",1,"10,000,000",97,"319,244","301,606,730",77,12.83,17,5,1,4,3,0,2,4,-2,4,8,1,1,30,10,0,0,3
1880,10129,2010-11-04,04,08,14,25,28,32,16,32,14,04,08,28,25,"86,641,823",0,0,100,"242,750","263,068,470",111,18.50,31,1,5,-4,0,3,3,3,0,4,8,0,0,28,11,1,2,1
1881,10128,2010-11-02,04,11,19,20,24,28,12,28,04,24,19,11,20,"30,000,000",19,"3,960,319",132,"130,669","264,631,266",106,17.67,26,2,4,-2,1,2,4,2,2,5,7,1,1,24,8,0,1,1
1882,10127,2010-10-31,01,04,08,17,25,33,01,17,04,25,08,33,01,"30,000,000",58,"1,965,524",385,"7,879","308,473,622",88,14.67,28,4,2,2,2,1,3,3,0,6,8,0,0,32,9,0,0,2
1883,10126,2010-10-28,03,13,18,20,27,28,05,28,03,13,18,27,20,"101,922,030",7,"7,634,455",108,"186,683","272,220,524",109,18.17,29,3,3,0,1,1,4,2,2,4,7,1,1,25,10,0,2,2
1884,10125,2010-10-26,06,07,13,23,28,29,09,23,28,07,13,06,29,"103,319,060",5,"6,000,000",146,"123,255","266,084,300",106,17.67,36,4,2,2,2,0,3,3,0,5,6,2,2,23,10,0,1,2
1885,10124,2010-10-24,02,06,08,11,12,25,02,06,08,12,11,25,02,"86,330,028",12,"5,416,666",192,"120,496","303,307,488",64,10.67,24,2,4,-2,0,2,1,5,-4,5,8,1,1,23,13,0,2,1
1886,10123,2010-10-21,06,12,15,18,29,32,10,18,29,06,32,12,15,"92,347,814",13,"6,045,656",109,"118,259","278,792,718",112,18.67,32,2,4,-2,0,1,3,3,0,5,5,0,0,26,11,0,1,1
1887,10122,2010-10-19,02,09,12,16,25,27,06,12,16,25,27,09,02,"135,863,964",4,"9,452,052",113,"170,020","270,548,316",91,15.17,31,3,3,0,1,1,2,4,-2,5,9,0,0,25,9,1,1,2
1888,10121,2010-10-17,08,11,13,18,25,30,15,08,30,18,13,25,11,"123,843,444",2,"7,500,000",116,"213,340","288,389,490",105,17.50,25,3,3,0,1,0,3,3,0,5,5,0,0,22,7,0,0,2
1889,10120,2010-10-14,01,02,05,06,10,29,16,10,06,29,01,05,02,"76,099,293",3,"6,666,666",41,"638,668","260,841,502",53,8.83,23,3,3,0,0,1,1,5,-4,6,6,2,2,28,19,0,0,2
1890,10119,2010-10-12,07,17,25,27,30,31,09,31,25,27,30,17,07,"30,000,000",19,"4,556,886",165,"91,392","260,972,766",137,22.83,27,5,1,4,3,0,5,1,4,4,9,1,1,24,10,0,1,1
1891,10118,2010-10-10,05,08,11,13,15,25,05,08,05,15,13,11,25,"46,394,658",14,"5,000,000",126,"146,226","278,863,970",77,12.83,27,5,1,4,3,0,1,5,-4,4,7,0,0,20,10,1,1,1
1892,10117,2010-10-07,01,08,20,22,24,28,01,08,24,28,01,22,20,"43,404,219",9,"5,000,000",92,"209,822","232,007,386",103,17.17,23,1,5,-4,0,4,4,2,2,5,8,0,0,27,12,0,2,1
1893,10116,2010-10-05,05,09,10,20,22,26,07,26,10,22,20,05,09,"43,362,216",54,"5,160,604",113,"115,123","236,885,436",92,15.33,22,2,4,-2,1,3,3,3,0,5,8,1,1,21,10,0,1,1
1894,10115,2010-10-03,01,22,24,25,29,33,15,22,01,24,29,33,25,"291,680,631",0,0,55,"472,154","254,889,502",134,22.33,24,4,2,2,2,1,5,1,4,6,9,1,1,32,21,1,2,1
1895,10114,2010-09-30,01,08,11,15,17,25,01,01,17,15,25,08,11,"231,087,438",6,"7,655,762",63,"379,394","249,642,432",77,12.83,27,5,1,4,3,0,2,4,-2,4,7,0,0,24,8,0,1,2
1896,10113,2010-09-28,05,10,15,18,20,28,10,05,18,20,15,28,10,"221,251,005",3,"9,840,811",256,"85,092","245,484,314",96,16.00,26,2,4,-2,0,2,3,3,0,3,4,0,0,23,8,0,1,1
1897,10112,2010-09-26,01,08,18,24,29,30,16,08,01,24,18,30,29,"199,944,920",1,"10,000,000",124,"233,013","276,435,492",110,18.33,30,2,4,-2,0,2,4,2,2,5,9,1,1,29,10,0,2,2
1898,10111,2010-09-23,04,07,08,13,17,18,10,17,04,18,07,08,13,"142,526,411",0,0,58,"316,937","223,004,690",67,11.17,37,3,3,0,1,0,2,4,-2,4,5,2,2,14,5,0,0,2
1899,10110,2010-09-21,01,03,12,24,26,27,01,03,01,24,12,26,27,"99,634,210",13,"6,109,055",74,"292,251","230,609,584",93,15.50,23,3,3,0,1,2,3,3,0,6,8,1,1,26,12,0,0,3
1900,10109,2010-09-19,04,15,18,25,29,32,15,25,18,32,15,29,04,"128,589,910",10,"6,609,946",80,"301,864","270,100,048",123,20.50,33,3,3,0,1,0,4,2,2,5,5,0,0,28,11,0,1,1
1901,10108,2010-09-16,02,04,08,20,23,24,07,04,23,24,20,08,02,"138,341,254",2,"10,000,000",36,"537,525","240,681,452",81,13.50,21,1,5,-4,0,3,3,3,0,5,8,1,1,22,12,0,1,1
1902,10107,2010-09-14,08,12,15,17,22,33,16,08,15,22,12,17,33,"113,189,084",1,"5,000,000",39,"675,424","237,514,142",107,17.83,27,3,3,0,1,1,3,3,0,5,8,0,0,25,11,0,2,0
1903,10106,2010-09-12,02,06,08,15,26,29,16,26,15,29,08,06,02,"56,725,410",5,"5,000,000",141,"157,220","263,785,876",86,14.33,36,2,4,-2,0,2,2,4,-2,5,10,0,0,27,11,0,1,2
1904,10105,2010-09-09,01,08,09,19,21,31,11,19,08,21,01,09,31,"30,000,000",24,"3,821,830",199,"10,730","244,881,210",89,14.83,29,5,1,4,3,0,3,3,0,3,8,1,1,30,10,0,0,2
1905,10104,2010-09-07,07,17,23,24,27,32,02,17,23,27,32,24,07,"86,741,347",11,"6,337,176",90,"245,149","248,944,388",130,21.67,30,4,2,2,2,0,5,1,4,4,9,1,1,25,10,0,1,2
1906,10103,2010-09-05,06,09,14,17,20,33,09,20,33,09,06,14,17,"104,968,990",7,"6,263,648",81,"163,806","278,768,450",99,16.50,29,3,3,0,0,0,3,3,0,6,6,0,0,27,13,0,1,1
1907,10102,2010-09-02,04,11,16,20,22,29,10,04,20,11,16,22,29,"117,855,152",4,"7,821,835",61,"277,557","243,505,778",102,17.00,22,2,4,-2,0,2,3,3,0,6,7,0,0,25,7,1,1,2
1908,10101,2010-08-31,04,09,18,21,25,26,06,18,26,25,04,09,21,"109,636,800",5,"5,000,000",93,"260,370","245,688,390",103,17.17,33,3,3,0,1,0,4,2,2,6,8,1,1,22,9,1,1,2
1909,10100,2010-08-29,01,06,12,22,23,26,08,23,06,12,22,01,26,"78,136,487",13,"5,556,707",110,"98,689","271,091,664",90,15.00,20,2,4,-2,0,2,3,3,0,4,9,1,1,25,10,0,0,2
1910,10099,2010-08-26,03,04,17,24,27,30,06,30,24,27,03,04,17,"125,043,492",2,"5,000,000",220,"87,599","240,688,192",105,17.50,25,3,3,0,0,0,4,2,2,4,8,1,1,27,13,0,1,3
1911,10098,2010-08-24,01,03,08,16,29,33,07,01,16,29,33,08,03,"90,075,708",6,"5,000,000",63,"151,361","235,404,960",90,15.00,30,4,2,2,2,1,2,4,-2,5,9,0,0,32,13,0,1,0
1912,10097,2010-08-22,10,16,18,21,24,26,01,18,16,24,26,21,10,"97,825,621",1,"5,000,000",61,"447,735","263,433,286",115,19.17,25,1,5,-4,0,3,4,2,2,5,4,0,0,16,6,1,2,1
1913,10096,2010-08-19,07,12,21,23,24,28,03,07,12,21,24,28,23,"39,097,968",16,"5,000,000",97,"162,426","235,984,000",115,19.17,25,3,3,0,1,1,4,2,2,6,8,1,1,21,9,0,0,3
1914,10095,2010-08-17,09,11,16,17,25,27,14,27,11,09,25,17,16,"52,335,356",4,"5,000,000",65,"287,312","226,093,634",105,17.50,35,5,1,4,3,0,3,3,0,5,7,1,1,18,8,0,1,0
